a,y,sex,race,mom_educ,dad_educ,log_parent_income,log_parent_wealth,test_percentile
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,20.473965096182273,11.124632857898336,5.680143011955354
college,TRUE,Female,Non-Hispanic Non-Black,College,Some college,69.31364356214327,8.598814671286817,22.152510280558186
no_college,FALSE,Male,Hispanic,Some college,< HS,9.825882808397015,17.697288657104806,14.4994922458227
no_college,FALSE,Female,Non-Hispanic Black,High school,High school,15.299838087486416,49.66608470908277,10.435060127771337
no_college,FALSE,Male,Hispanic,No mom,No dad,15.72819159680405,37.908172452321224,12.886411482765354
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,No dad,10.545998108473599,41.612352173914985,7.397958945726776
no_college,TRUE,Male,Hispanic,High school,High school,17.311958000347293,50.158847746689894,0
college,FALSE,Female,Non-Hispanic Non-Black,College,High school,80.63174566637201,84.53829896075118,50.049897245613536
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,28.926406238050703,1,21.62700325605681
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,16.689076710161167,38.633894098245875,66.30638293348298
no_college,FALSE,Female,Non-Hispanic Black,High school,College,4.066124156488684,1,14.712506437975355
college,TRUE,Male,Non-Hispanic Non-Black,High school,College,18.05445251115873,26.13064346111025,73.03790757189697
no_college,FALSE,Female,Non-Hispanic Black,< HS,< HS,13.384309748745986,1.3055046804242796,25.721778374462453
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,72.38284860582026,4.900900476479999,0
college,FALSE,Female,Non-Hispanic Black,High school,No dad,1,1,15.960931890054566
no_college,TRUE,Male,Non-Hispanic Black,High school,No dad,43.13478756174667,15.040430638952238,3.563773511579722
college,TRUE,Male,Non-Hispanic Non-Black,College,Some college,45.20355822121039,1,0
no_college,FALSE,Male,Hispanic,High school,High school,26.5899523374449,19.824532851794018,9.659214422429113
no_college,FALSE,Female,Hispanic,< HS,No dad,32.80258670744405,1,7.279714435664299
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,17.860044402694705,42.37484796444691,10.789425620260097
college,TRUE,Male,Non-Hispanic Non-Black,High school,High school,13.46159529057935,37.40844133726799,46.22335750463924
college,TRUE,Female,Non-Hispanic Non-Black,Some college,High school,39.44811944836314,40.30825836611125,41.651323124858024
no_college,FALSE,Female,Non-Hispanic Black,< HS,No dad,12.492293859890903,1,7.28589345323585
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,12.38801825321471,30.58362648445052,0
no_college,FALSE,Male,Non-Hispanic Black,Some college,Some college,43.533564011273484,72.28107445098759,41.57152430532066
no_college,FALSE,Male,Non-Hispanic Non-Black,College,Some college,14.90006381898282,18.191541049732074,79.00103141742997
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,Some college,28.67030045218175,31.36464424717122,42.02997174827457
no_college,FALSE,Male,Non-Hispanic Black,< HS,High school,22.27298317109259,1,29.872045462789956
college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,23.022916627404925,39.12960978061809,0
no_college,FALSE,Male,Hispanic,< HS,Some college,20.156678208332096,18.943540300621347,20.028805695237782
no_college,FALSE,Male,Hispanic,< HS,< HS,16.992008079901133,1.185243393575444,12.911962569282455
no_college,TRUE,Male,Non-Hispanic Non-Black,College,Some college,79.63866967964957,53.33411133057799,2.0373910827449
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,11.205331362883655,3.927477045489078,13.531135027005154
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,1,36.420198750280235,30.071088150345183
college,FALSE,Male,Non-Hispanic Non-Black,College,No dad,23.03691646268657,1,76.53505884391106
college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,30.20094984518797,86.19810222544683,36.31407649907612
no_college,FALSE,Male,Hispanic,No mom,No dad,20.248877227087878,14.82204226058636,0
college,FALSE,Male,Non-Hispanic Black,College,Some college,61.98099392343515,5.1967591757750995,18.470161074665214
no_college,TRUE,Male,Non-Hispanic Black,High school,< HS,9.15350244447076,48.53196500454731,13.666075231854037
no_college,TRUE,Female,Non-Hispanic Non-Black,College,High school,64.24306281213511,1,0
no_college,FALSE,Female,Hispanic,Some college,College,33.16452777656899,12.619425636704612,11.63606301080213
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,36.87603690943432,1,21.382434637358728
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,16.102105604565708,7.443327266215546,4.247990754527192
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,College,4.648107079384733,79.81054876059147,78.25825543820915
no_college,FALSE,Male,Hispanic,< HS,< HS,19.629887715969268,13.282142457163893,18.623516143425263
no_college,FALSE,Male,Hispanic,< HS,No dad,34.987317013685626,4.089229092163494,38.53547353785535
no_college,TRUE,Female,Non-Hispanic Non-Black,Some college,College,19.372763456966457,9.651822326935328,2.1984267147075442
college,TRUE,Female,Non-Hispanic Non-Black,College,College,1,88.54588267749182,50.117114921767296
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,20.70798971119068,6.356011123127074,14.92664484049521
no_college,TRUE,Male,Non-Hispanic Black,High school,No dad,8.810637830416837,39.3609532526128,0.41651515768008096
college,FALSE,Female,Non-Hispanic Black,Some college,Some college,27.65432338415696,26.856563589409294,26.51299292522122
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,13.796806103028622,11.750115190649415,21.693749393240527
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,High school,20.176605956920497,27.907325810167634,16.902541527335174
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,12.917752323685411,36.08184753039616,38.057126418188176
college,TRUE,Male,Non-Hispanic Non-Black,High school,High school,47.497974519781366,58.55819521965027,75.67183777651888
no_college,FALSE,Female,Non-Hispanic Black,< HS,No dad,30.8742776987763,4.560448928163318,29.085979594544263
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,2.660155541955195,1,33.765395094977364
college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,73.18610447385176,70.3175570295037,0
no_college,FALSE,Female,Hispanic,< HS,< HS,9.045534525003305,5.969447048317862,4.490915627257612
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,College,1,4.980548161001192,21.490802263445598
no_college,TRUE,Female,Hispanic,High school,Some college,1.5043071119998288,64.1167583388947,30.013624247700896
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,5.5056458074278645,8.478083956562859,34.06566863145532
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,Some college,40.88240015958037,23.817113710938912,28.337072622487426
no_college,TRUE,Female,Non-Hispanic Non-Black,No mom,College,34.55499589882223,32.769045037993294,14.685603716186403
no_college,TRUE,Female,Non-Hispanic Non-Black,Some college,College,6.38036860359313,1,23.267885641817223
no_college,TRUE,Female,Non-Hispanic Non-Black,College,No dad,5.730428217100037,33.39029154736016,37.62178204684997
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,Some college,18.18199927528663,1,45.3737314332876
no_college,FALSE,Female,Non-Hispanic Black,< HS,No dad,1,20.228796690242003,20.23114277707964
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,23.703492286001655,18.259393122612853,10.463439055412028
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,< HS,18.419327256218406,17.12284760110056,3.741681843572625
college,TRUE,Female,Non-Hispanic Non-Black,High school,High school,23.79753594256894,55.03138247199308,20.921433334475818
no_college,FALSE,Female,Hispanic,Some college,No dad,25.937832327703887,18.425877693285653,0
no_college,TRUE,Male,Non-Hispanic Non-Black,High school,Some college,62.1809404164386,48.01494678388477,37.768190166389104
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,1,1,0
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,15.047187209798054,9.378710986285727,8.759290585384859
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,43.600989466478346,33.111932334047104,9.72094302561466
no_college,TRUE,Male,Hispanic,High school,Some college,6.899782196612213,1,29.04358118574894
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,< HS,13.208869064958556,33.521164747387,24.066004332849133
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,37.35127337449185,17.378472380406894,0
college,FALSE,Male,Non-Hispanic Non-Black,Some college,College,32.810204216961026,14.155369334737863,53.41566980720809
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,12.403747320485985,1,25.354432662053796
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,No dad,18.558294649005354,18.561304955906394,26.9533931512705
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,35.97956727283717,9.659621905696321,77.53078211313797
college,TRUE,Female,Non-Hispanic Black,Some college,High school,32.08677587839754,60.08258559590857,43.27867481539809
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,48.737828028440745,59.07590314056563,12.248536537759263
no_college,FALSE,Female,Hispanic,< HS,< HS,23.635317281970963,5.310724986782061,6.992795131498112
no_college,TRUE,Female,Non-Hispanic Non-Black,Some college,Some college,79.05271330903648,58.213787803961665,10.974224501486265
no_college,FALSE,Male,Non-Hispanic Non-Black,College,Some college,54.997411501170575,33.254577073152866,0
no_college,FALSE,Female,Hispanic,Some college,Some college,1.2807662173866348,16.830373134775623,14.8789428753304
college,FALSE,Female,Hispanic,College,College,14.137547412002428,1,0
college,TRUE,Male,Non-Hispanic Black,Some college,Some college,1,13.863415528426316,41.365724706298224
no_college,FALSE,Female,Hispanic,No mom,No dad,10.188377523898733,55.249420108209094,12.113869183941514
no_college,TRUE,Female,Non-Hispanic Non-Black,Some college,No dad,1,18.77641891264235,0
no_college,FALSE,Male,Hispanic,High school,High school,55.36270560429129,29.81454144271872,12.598532180377436
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,< HS,36.53041603288663,31.79733187579614,23.665606171652062
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,No dad,40.36183282992671,47.06974112898499,0
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,22.59503873850627,19.61863065537149,11.613591747032844
no_college,FALSE,Male,Hispanic,< HS,No dad,37.465250048313614,17.257121443866634,15.779436817858643
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,11.409818218916236,20.36003621235127,16.75526093605155
college,TRUE,Male,Non-Hispanic Non-Black,Some college,Some college,1,8.798848902270425,31.882823921708113
no_college,FALSE,Male,Non-Hispanic Black,< HS,High school,8.41087245023381,21.68211655814088,6.35310206938602
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,24.03109273527478,1,0
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,No dad,11.390950723506913,1,0
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,12.001377105331859,40.283820441677875,65.56243867169815
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,10.459906566713201,44.07791480617405,6.553666014532561
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,< HS,23.089029603111094,32.153091444270345,46.634704407084826
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,22.26939639815213,38.1392875006877,43.213333688675945
college,TRUE,Male,Non-Hispanic Non-Black,College,High school,77.24896252910588,39.192693251903194,93.70711058757607
no_college,FALSE,Female,Non-Hispanic Black,< HS,No dad,6.72788074734472,1,40.18504579556591
college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,16.910586519195757,36.53198747392002,54.649101947295506
no_college,FALSE,Male,Non-Hispanic Black,No mom,No dad,22.93178614793155,23.18286509524232,9.592058229466081
no_college,FALSE,Female,Non-Hispanic Black,High school,High school,1.0663063016059873,8.050821644268288,16.47173398083776
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,1,34.46830726051819,24.470240589748748
no_college,FALSE,Male,Non-Hispanic Non-Black,No mom,No dad,44.36124248700253,13.15515470945996,16.603721996724044
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,3.610974491673062,5.032520331651863,50.33630717559668
college,TRUE,Female,Non-Hispanic Non-Black,Some college,College,65.98107445161813,37.9222077595665,40.568411245786336
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,11.773998529368455,34.145228407088545,0
no_college,FALSE,Female,Non-Hispanic Non-Black,College,College,40.42651850231571,50.6330936659719,25.243921120374633
no_college,TRUE,Female,Non-Hispanic Non-Black,College,College,62.30867077145488,1.1041780565110741,100
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,28.486239828886518,14.722425191058791,2.9304247864885102
no_college,FALSE,Male,Non-Hispanic Non-Black,College,College,8.617594084566264,34.03913947283307,43.98147612823482
no_college,FALSE,Male,Hispanic,< HS,No dad,22.133749132314804,18.300372451906878,11.39252212171909
no_college,FALSE,Female,Non-Hispanic Black,High school,Some college,14.051114333341761,1.172726480991372,24.29181084629308
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,38.386148143091546,53.38117838584485,46.66599875887675
no_college,FALSE,Female,Hispanic,< HS,No dad,8.861873725791401,16.34767912518985,9.616820435179205
no_college,FALSE,Male,Non-Hispanic Black,High school,< HS,3.909270086571148,1,23.009203931497446
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,6.080035250540192,25.24577582339051,14.288342150250175
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,38.77174070743663,16.29479593919749,12.030009817886022
no_college,FALSE,Male,Non-Hispanic Black,Some college,Some college,1,5.098432583482996,21.1090552789539
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,High school,2.904054503228604,26.031470352076973,38.51952542224451
no_college,FALSE,Male,Non-Hispanic Black,High school,College,1,40.57443093182127,22.77060914339895
no_college,FALSE,Male,Hispanic,High school,No dad,6.127551136892018,21.94733327103518,0
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,1,19.707944440668484,10.885011772463018
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,23.661608484475092,48.21559349310765,17.390917436122784
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,25.997717141542857,35.371476615981265,17.199073014115
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,High school,31.283027294196085,1,0
college,TRUE,Male,Non-Hispanic Non-Black,Some college,College,5.3120266925611475,3.8778099209808943,58.204823297809114
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,< HS,17.556859024246716,42.36513458413883,0
no_college,TRUE,Female,Hispanic,No mom,Some college,51.43479151334752,64.49140847076885,29.59388569809248
no_college,FALSE,Male,Non-Hispanic Non-Black,No mom,No dad,1,29.579654661800944,6.881213124603713
college,TRUE,Female,Non-Hispanic Non-Black,< HS,< HS,25.134956215599413,36.684445694823374,35.292491733093854
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,23.488325402862063,12.78940911251178,25.035458965537153
no_college,FALSE,Male,Non-Hispanic Black,College,High school,11.50241211037413,10.06706255612272,29.547622784993017
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,College,10.990268747932149,1,36.00732368811075
college,TRUE,Female,Non-Hispanic Non-Black,College,College,45.75445403461039,64.87223283487054,100
college,TRUE,Female,Hispanic,High school,High school,1,1,76.86941854718795
no_college,FALSE,Male,Hispanic,< HS,< HS,11.193177753414176,18.44323221974958,0
no_college,FALSE,Male,Non-Hispanic Non-Black,No mom,No dad,24.533664788788382,25.222512149853415,0
